ProteinId	40C_0h_A	40C_0h_B	40C_0h_C	40C_0.5h_A	40C_0.5h_B	40C_0.5h_C	40C_1h_A	40C_1h_B	40C_1h_C	40C_2h_A	40C_2h_B	40C_2h_C	40C_4h_A	40C_4h_B	40C_4h_C	40C_8h_A	40C_8h_B	40C_8h_C	40C_16h_A	40C_16h_B	40C_16h_C	40C_24h_A	40C_24h_B	40C_24h_C	Synonym	MapMan	MapManDescription	GO	GODescription	Localization
Cre03.g188250.t1.2	849129745.3	866543591	850737261.4	927513340.1	916889417.5	950518845.6	829151863	812140338	843934056.8	945864305.4	984166465.2	972091057.6	1056231370	1179103523	1254892068	1185350110	1278187392	1218020751	1137097982	1143084043	1280954242	1127206929	1126962083	1244117202	STA6	GMM:2.1.2.1	major CHO metabolism.synthesis.starch.AGPase	GO:0016779;GO:0009058	nucleotidyltransferase activity;biosynthetic process	Chloroplast
Cre03.g189250.t1.2	287681082.3	262911567.5	250875220.4	266293144.8	210247914.5	327711197.8	285129401.6	294334465.2	270132161.8	229894562	258186348.5	281422370.7	254772685.1	300812266.2	278795935	284003225.2	274743117.2	256017717.2	267163743.3	216076625.8	241256002.2	281815920	253594971.8	283423346.4	RAB11	GMM:30.5;GMM:3.5	signalling.G-proteins;minor CHO metabolism.others	GO:0005525	GTP binding	
Cre03.g189300.t1.1	70159324.9	91758057.87	85089703.92	88967107.99	68992592.5	51757296.25	69859613.65	65017069.52	48924481.54	89118843.84	73825386.91	102451372.8	89580337.89	102548401.9	46984023.44	101027575.9	111659072.7	112351496.7	70022255.01	122157434	93924619.61	100793826.4	106228588.1	123854863.7	PLAP10	GMM:31.1	cell.organisation			Chloroplast
Cre03.g189400.t1.2	313987928.1	344290766.1	379400537.9	455561713.3	322658149.3	370182971.1	311826993.4	346967637	372085444	364003337.8	353167690.6	318371616.5	320174711.3	339621642.3	363834787.4	278325138.1	313127122.9	299203761.8	313098105.3	331204539.9	292955925.6	330224833	316913387.7	320608063.9	TSS2	GMM:29.1.11	protein.aa activation.serine-tRNA ligase	GO:0006434;GO:0006418;GO:0005737;GO:0005524;GO:0004828;GO:0004812;GO:0000166	seryl-tRNA aminoacylation;tRNA aminoacylation for protein translation;cytoplasm;ATP binding;serine-tRNA ligase activity;aminoacyl-tRNA ligase activity;nucleotide binding	
Cre03.g189500.t1.2	93815758.86	95516107.81	95826776.69	111435377.3	104664076.1	105923467.1	90048088.75	120593586	109006850	116270259.1	88162341.45	103709516.9	107722587.5	74084044.02	77123503.18	101863751.9	68281307.83	73309763.12	125348481.2	122133401.4	91237584.12	145680749.7	122988430.8	115186186.8				GO:0016787	hydrolase activity	
Cre03.g189800.t1.2	1019329351	1149770115	1124756306	1122417015	1109112772	1131184443	1133247427	1015443194	1137845705	1058729522	1155797055	1218040754	1117193780	1346787183	1173163731	1457375679	1410228371	1304296010	1418220053	1360362296	1586659930	1334905568	1194229478	1488552281	CYN38	GMM:29.6.3.2;GMM:29.6	protein.folding.immunophilins (IMM).cyclophilins;protein.folding	GO:0006457;GO:0003755;GO:0000413	protein folding;peptidyl-prolyl cis-trans isomerase activity;protein peptidyl-prolyl isomerization	Chloroplast
Cre03.g189950.t1.2	291173963	273796130.3	328599164.6	482042132.7	597555849.5	627517425.9	699145243.7	804342831	802547929.7	778984710.4	984233780.1	1032551871	859730073.7	1058602107	992982058.3	840865370.3	1168217215	1142299928	868733957.1	1078232216	1114908436	885797979.4	1120328626	1166739080	HOP	GMM:29.9;GMM:29.6.2.6;GMM:20	protein.co-chaperones;protein.folding.chaperones and co-chaperones.co-chaperones;stress	GO:0005515	protein binding	Cytosol
Cre03.g190100.t1.1	388777350.7	391106323.3	416772581.3	367553260.6	344343223.5	356602800.8	356700033.3	322718247.3	326155416.3	327252740.2	306338949.5	304872778.8	299997732.1	302984686.1	281566192.3	242618162.8	337980766.7	287593881.2	246354371.5	302077093.5	294594738.9	251374488.7	290576492.2	262528759.9	EIF3B	GMM:29.2.3	protein.synthesis.initiation	GO:0031369;GO:0006413;GO:0005852;GO:0003743;GO:0003723;GO:0003676	translation initiation factor binding;translational initiation;eukaryotic translation initiation factor 3 complex;translation initiation factor activity;RNA binding;nucleic acid binding	
Cre03.g190500.t1.2	160765346.9	192785899.9	143816059.5	159913328.5	178670183.6	180777291.6	160855461.4	119351126.1	152972790.3	167888094.8	153623850.4	162632598.8	169534315	175355017.7	165502757.1	190272414.9	181076547.1	191548505.4	240487827.9	250347037.1	204336320.1	266084442.1	229631609.9	223000258.2	GLC2A	GMM:26.3.1;GMM:26.3;GMM:2.2.2.1	misc.gluco-, galacto- and mannosidases.alpha-galactosidase;misc.gluco-, galacto- and mannosidases;major CHO metabolism.degradation.starch.starch cleavage	GO:0005975;GO:0004553	carbohydrate metabolic process;hydrolase activity, hydrolyzing O-glycosyl compounds	Secretory pathway
Cre04.g216850.t1.2;Cre03.g190950.t1.2	5295021494	5269951518	5267237216	5333307650	5454746030	5147061411	5262313883	5199373342	5286512671	5138685665	4738408912	4948962231	5382723018	4360001454	4294818388	4008277477	3984931517	3732106987	2917088222	2999502131	2216211629	2046227156	2190284442	1822167516	TUA2;TUA1	GMM:31.1.1.2;GMM:31.1;GMM:31.1.1.2;GMM:31.1	cell.organisation.cytoskeleton.mikrotubuli;cell.organisation;cell.organisation.cytoskeleton.mikrotubuli;cell.organisation	GO:0007017;GO:0005874;GO:0003924;GO:0007017;GO:0005874;GO:0003924	microtubule-based process;microtubule;GTPase activity;microtubule-based process;microtubule;GTPase activity	;
Cre03.g191050.t1.2	260434291.9	259927265.7	253958933.2	267575933.3	248891828.7	246825878.8	412456377.7	292438642.7	276959703.6	262828042.4	272042001.4	257500158.6	310455243.6	264345030.3	270358719.8	300204135.3	269532488.4	214826364.4	252301832.9	223514698.9	193441818.6	266538453	241053593	209236759.8	RAN1	GMM:30.5;GMM:3.5	signalling.G-proteins;minor CHO metabolism.others	GO:0005525	GTP binding	
Cre03.g193750.t1.1	983565037.9	987814766.4	960424768.1	995546943.5	911097463.9	886666913.8	1085332333	888519489	929434210.1	896805673.4	1000019127	988516827.8	1102035498	1041358525	1123712914	1149134649	1111121007	1024555017	958728084.3	1095787991	1082956729	1091703276	912649611.7	926127195.3	GCST	GMM:13.2.5.2;GMM:1.2.4.2	amino acid metabolism.degradation.serine-glycine-cysteine group.glycine;PS.photorespiration.glycine cleavage.T subunit			Mitochondrion
Cre03.g193800.t1.1	588707057.7	654289190.9	595971449.9	692476711.1	642744671.3	606770202	632846041.1	794703056	645943136.6	626614498.6	665564982.3	596875791.9	621886975.7	709985289	716220710.6	675381619.1	567929749.1	624328833.3	643135012.2	628270847.5	576151120	669802290.6	696492210.5	682381953.8	TSN1	GMM:29.1.22	protein.aa activation.asparagine-tRNA ligase	GO:0006418;GO:0005524;GO:0004812;GO:0000166	tRNA aminoacylation for protein translation;ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding	
Cre03.g193850.t1.2	184878988.5	207305884.9	230839075.7	218245844	240203898.3	195949106.3	203477161.8	165022238.2	240998198.8	154734221.9	175288033.2	223905963.8	152400346.7	167627086.6	180813888.7	162545835.5	239746499.9	174351551.3	207473348.2	227263776.2	233350531.4	194464221.6	269152500.4	194675377.3	SCLA1	GMM:8.1.6	TCA / organic transformation.TCA.succinyl-CoA ligase	GO:0048037;GO:0008152;GO:0003824	cofactor binding;metabolic process;catalytic activity	Mitochondrion
Cre03.g193950.t1.2	35140004.58	57117367.13	33745085.85	57717010.12	55603751.51	37462282.12	45773304.99	39817991.09	30936714.55	53339876.01	66287238.58	28453278.25	59164989.3	55906999.5	46706997.71	79474856.87	28551942.68	45455732.67	78711482.67	73701995.16	47765740.63	36449667.21	37106934.18	26996736.57		GMM:21.1	redox.thioredoxin	GO:0055114;GO:0016730	oxidation-reduction process;oxidoreductase activity, acting on iron-sulfur proteins as donors	Chloroplast
Cre03.g194200.t1.2	599406180.7	657501384.9	543284697.7	565469197.9	553930855.3	447140372.3	499929153.7	510747415.3	584425113.7	503046171.5	627060852.2	593957596.5	631651861.6	598116979.5	672954119.6	785468710	806140888.8	577879628	698860433.1	867875336.3	719232925.6	761546544.6	564558978.1	535380143.7	PDH2	GMM:8.1.1.1;GMM:11.1.31	TCA / organic transformation.TCA.pyruvate DH.E1;lipid metabolism.FA synthesis and FA elongation.pyruvate DH	GO:0008152;GO:0003824	metabolic process;catalytic activity	Chloroplast
Cre03.g194350.t1.2	309369434.6	339591847.2	341653016.4	349319338.6	317306384.2	297535109.9	325258155.3	309929479	257505885.7	319401624	269865485.9	369833204.9	243599838.9	239282998.8	247886300.7	208267148.5	283868914.5	253422681.3	275174609.7	202462188.2	245203584.1	184362478.9	218064520	268587691.3						
Cre03.g194400.t1.2	414399545.4	387058524.7	389929899.4	378456962.7	380172248.2	358957689.8	419045664.1	347920903.6	343122949	433698260	338717422.7	359584572.8	370895345.3	316381275.4	348316748.6	350219325	354265181.1	327894400.8	382579559.4	322024107.1	357972495.9	347363744.7	352848065.7	326916334	EIF3I	GMM:29.2.3;GMM:17.3.2.99	protein.synthesis.initiation;hormone metabolism.brassinosteroid.signal transduction.other	GO:0005515	protein binding	
Cre03.g194850.t1.2	5807349346	6765683608	5331228253	4801408569	5650050705	5633769503	4481263811	5063131187	5158769051	4498559438	5877601622	5384856738	4224675681	5026436513	5068996100	4615635049	5297088754	4963587066	3752564946	4800621331	4639903213	3777370743	4892174222	5124492908	MDN1	GMM:8.2.9;GMM:8.1.9;GMM:6.3	TCA / organic transformation.other organic acid transformations.cyt MDH;TCA / organic transformation.TCA.malate DH;gluconeogenesis / glyoxylate cycle.malate dehydrogenase	GO:0055114;GO:0019752;GO:0016616;GO:0016491	oxidation-reduction process;carboxylic acid metabolic process;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;oxidoreductase activity	Chloroplast
Cre03.g195650.t1.2	233640067.4	179720083.8	225294783.6	224522344.8	233415728.8	198034067.4	233238771.7	171502309.2	158950786.4	182202284.5	174570007.5	189857439.2	200554859.4	238434397.3	144168327.5	186924886	182976555.4	140577353.2	167176262.6	147764112.3	135114492.8	125329710.8	112841315.2	126248515.6	PRPS10	GMM:29.2.1.1.1.1.10	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S10	GO:0006412;GO:0005840;GO:0003735	translation;ribosome;structural constituent of ribosome	Chloroplast
Cre03.g197500.t2.1;Cre03.g197500.t1.2	444524191	333883691.7	328007986.4	374906387.4	248752821.8	262062848.6	369604052.3	316923671.4	309024209.6	313762700.8	278279850	305344582.8	339852091.8	275603143.8	344971749.2	416675543	305306381.8	332610007	358897604.1	383523393.7	375834530.9	428529544.5	279517276.3	294701768.7	MOT6;MOT6	GMM:31.6.1.11;GMM:31.6.1.11	cell.motility.eukaryotes.other;cell.motility.eukaryotes.other	;	;	Chloroplast;Chloroplast
Cre03.g198850.t1.2;Cre03.g198863.t1.1	263393376.9	248087726.3	255053411.6	232871923.4	224832053.6	234613964.2	253687523.6	273898142	225012709.8	273661281.4	294637373.8	299901362.2	401461709	358279561	456885545.8	393200466.6	440542830	333878476.1	508487722.3	434808848	650289387.4	586752345.5	362777521	374332251.2	TL19;	GMM:1.1.99;	PS.lightreaction.unspecified;	GO:0019898;GO:0015979;GO:0009654;GO:0009523;GO:0005509;GO:0019898;GO:0015979;GO:0009654;GO:0009523;GO:0005509	extrinsic component of membrane;photosynthesis;photosystem II oxygen evolving complex;photosystem II;calcium ion binding;extrinsic component of membrane;photosynthesis;photosystem II oxygen evolving complex;photosystem II;calcium ion binding	Chloroplast;
Cre03.g198950.t1.2	90789369.2	85345607.08	101538835.5	106170217.8	117738832.1	87217457.3	151202157	115120335.9	118305089.1	121952558.7	132879638.1	79674596.11	110317094.9	108041682.4	96792329.94	125053511.4	114393933.1	92010482.38	122865652.1	106934017.4	101030267	116465374.3	107057770.2	97308599.14	CGL30	GMM:1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	GO:0019898;GO:0015979;GO:0009654;GO:0009523;GO:0005509	extrinsic component of membrane;photosynthesis;photosystem II oxygen evolving complex;photosystem II;calcium ion binding	Chloroplast
Cre03.g199000.t1.2	203352962.2	227946401.8	220030102.8	238071798.2	267437664	230406810.7	221213324.2	234599992.4	252463169.3	187320691.7	319297070.3	255910004.3	233937143.7	305711525.6	272715162.7	254511071.5	317301383.6	302602484.1	294594891.9	283415821.1	238504032.6	336603686.2	312612005.7	257525362.5	PHOT1	GMM:30.11;GMM:29.4	signalling.light;protein.postranslational modification	GO:0006468;GO:0004672	protein phosphorylation;protein kinase activity	Chloroplast
Cre03.g199423.t1.1	49456173.8	52083121.19	45746001.56	48340808.24	75056873.77	89307626.33	48168781.28	33678160.8	52915787.7	45978124.53	32341040.97	38356794.46	55643953.13	45988080.43	39433060.73	37339756.13	27837040.57	32848506.2	64946009.03	62314800.04	45687564.22	65294713.57	61164615.5	75561274.19	PYR4	GMM:23.1.1.4	nucleotide metabolism.synthesis.pyrimidine.dihydroorotate dehydrogenase	GO:0055114;GO:0016627;GO:0005737	oxidation-reduction process;oxidoreductase activity, acting on the CH-CH group of donors;cytoplasm	
Cre03.g199535.t1.1	1150886789	1236694689	1255214936	1186121207	1195690894	1150265560	1445359956	1090044342	1394735865	1536172814	1365595200	1572592751	1533200627	1350521030	1564333256	1414578157	1381152487	1231286419	1673650709	1260266740	1400927749	1723992915	1234755752	1350667957	LHL3	GMM:27.3.99;GMM:27.3.23;GMM:1.1.99	RNA.regulation of transcription.unclassified;RNA.regulation of transcription.heat-shock transcription factor family (HSF);PS.lightreaction.unspecified			Chloroplast
Cre03.g199647.t1.1	226909599.6	214978253.7	219518813.7	222369092.7	186639911.7	231300365.4	180480552.5	208722551.8	193509371.7	214214017.8	190130971.5	214819367.6	166854648.7	197814671.3	201723009.1	75113182.03	208079695.2	175290799.3	164263220.3	194014748.1	166231332.6	172138235.3	170666399.9	208297583.8		GMM:29.2.3;GMM:29.2.2.3.5	protein.synthesis.initiation;protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.DExD-box helicases	GO:0005524;GO:0003676	ATP binding;nucleic acid binding	
Cre03.g199759.t2.1;Cre03.g199759.t1.1	110568821.6	115747504	79138777.21	92444381.05	84585689.89	83018680.84	91741535.34	74524029.9	77744346.35	49240812.6	101837366	63085441.96	41977654.72	64012841.2	54230945.57	58105757.58	74416991.15	38490772.61	76250231.62	47269615.76	40055072.23	35277971.48	14295455.45	44903413.78	;	GMM:31.4;GMM:31.4	cell.vesicle transport;cell.vesicle transport	;	;	;
Cre03.g199900.t1.2	243329620.2	265982685.4	253703288.7	243145684.8	257278577.5	302431045.2	253489845.1	280421056.5	234887704.7	230870529.5	279098848.1	208423801.7	247891846.9	227787276.9	272094441.2	202447815.5	260771339.1	240379721.2	200285146.5	214586607.9	216756257.8	178369535	217473727.8	228327796	EIF4E	GMM:29.2.3	protein.synthesis.initiation	GO:0006413;GO:0005737;GO:0003743;GO:0003723	translational initiation;cytoplasm;translation initiation factor activity;RNA binding	
Cre03.g199983.t1.1	65801927.2	48346133.52	68964921.42	75910153.79	78748559.09	83222523.02	57491523.22	46811526.85	75721803.99	59760657.63	90715820.48	54399005.42	88993309.28	31202839.21	18117022.89	50313218.7	76621192.68	37373364.03	88011989.26	94709862.59	98413694.9	73199043.45	57248803.17	80060535.72		GMM:29.4	protein.postranslational modification	GO:0016787	hydrolase activity	
Cre03.g200250.t1.2	425992196	415989974.7	401314072.6	446078241.3	476307093.5	442905295.2	436540219.3	506602312	491450516.7	532531233.5	475299381	580598552.6	569883281.2	578033410.2	569293620.6	639985384.8	604039502.5	672153020.3	674382785.7	669186257.9	667594844.2	726757958.8	650565888.5	617736729.7	ICL3	GMM:27.3.99	RNA.regulation of transcription.unclassified	GO:0019752;GO:0004451	carboxylic acid metabolic process;isocitrate lyase activity	Chloroplast
Cre03.g202950.t1.1;Cre10.g419400.t1.1	160382406.5	158884230.8	165082493.8	163143206.6	173098324.3	159918373.3	162887158	185297898.4	170478108.8	191040212.2	205815346.3	217510398	277833712	310045050.7	200688473.2	288480721.7	299865448.9	315141929.8	315795366.7	342668064.6	294151537.9	375750776.6	299386551.7	295915217.3	TRX14;	GMM:30.3;GMM:3.3;GMM:21.1;	signalling.calcium;minor CHO metabolism.sugar alcohols;redox.thioredoxin;	GO:0045454;	cell redox homeostasis;	Chloroplast;
Cre03.g203450.t1.2	205917502.5	152080022.6	178216234.6	176715566.9	155282275.1	179865121.2	194713411	162290968.6	180742803.6	137121303.3	134764455.7	163986851.2	151628239.4	134203501.5	129144567.1	125254080.7	149141054.4	131998242.1	146272486.6	118523712.9	139340363.7	153546488.6	133952760	130188067.7	RPS21	GMM:29.2.1.2.1.21	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S21	GO:0006412;GO:0005840;GO:0005622;GO:0003735	translation;ribosome;intracellular;structural constituent of ribosome	
Cre03.g203850.t1.2	778645501.3	737252782.6	743150833.5	800631815	751644982.2	675192294	760096142.3	672117249.8	528807147.1	638347796.5	689697378.6	558703350.5	642234272.8	604532407	540453058.2	567709833.8	493829426	437941350.8	643229416.4	601414476.7	669749007.7	775598182.1	951755911.2	748598012	ATS1	GMM:23.4.1;GMM:14.1	nucleotide metabolism.phosphotransfer and pyrophosphatases.adenylate kinase;S-assimilation.APS	GO:0004781	sulfate adenylyltransferase (ATP) activity	Chloroplast
Cre03.g204250.t1.2	11331670916	11531342372	11322658658	11934514273	10624759624	11207596377	11225947475	12681659635	10775201640	9358985930	10036877899	9746248200	8782152298	9008527425	9137940812	7796352524	7834271534	6807030825	7198990722	9019775198	7348583410	7701841021	8296795807	8524891539	SAH1	GMM:13.2.3.4	amino acid metabolism.degradation.aspartate family.methionine	GO:0055114;GO:0051287;GO:0006730;GO:0004013	oxidation-reduction process;NAD binding;one-carbon metabolic process;adenosylhomocysteinase activity	
Cre03.g204350.t1.2	72152935.89	64476112.9	48428671.97	58379474.76	78383666.02	50714815.73	52285987.02	59686273.91	49535530.95	67058725.56	57039291.46	53532283.93	75392867.08	58294398.43	39551457.62	60497051.46	41300102.89	44182422.16	55169837.45	48126376.04	46999173.13	68297995.72	50156187.03	55755575.97	CLPR4	GMM:29.5.5	protein.degradation.serine protease			Chloroplast
Cre03.g204601.t1.1	469496547.5	585954104.4	514117247.8	533273497.7	701069643.7	687329745.7	660510061.6	441919421.3	574230564.9	424394036.7	592539521	441844480.3	675207794.3	479425913.8	298176241.2	330656761.4	334430246.1	381954420.3	253421196.4	371711397.1	365805817.6	232623838.3	405926083.1	280348168.6	CPK3	GMM:23.3.2.1	nucleotide metabolism.salvage.nucleoside kinases.adenosine kinase	GO:0006166;GO:0004001	purine ribonucleoside salvage;adenosine kinase activity	
Cre03.g206600.t1.2	1392162456	1504305176	1479543063	1349218600	1440111335	1402601693	1388582272	1487310183	1370340653	1267022671	1113938398	1332671661	1224811906	1201959191	1111160545	1417403076	1435082015	1250652358	1480257066	1727219119	1575116087	1592897266	2071296815	1812193966	AAD1	GMM:13.1.4	amino acid metabolism.synthesis.branched chain group	GO:0008152;GO:0003824	metabolic process;catalytic activity	Chloroplast
